labels,text
positive,哪位 伟大 发明家 把 造出来
positive,含冰 今天 平安夜 别 吓唬 我们
positive,那 帮 查查 今年 流行 什么 衣服 鞋子
positive,总算 答有 所指 很 开心
negative,中国 最 危险 地方
positive,说 那个 公平 会 打赢
positive,觉得 这次 奥运会 黑幕 小可爱
negative,还 知道 不好意思 嘛
positive,避雷 行 这个 得 劲
positive,哈哈 这个 不错 再来一个
negative,总管 个 小骗子
positive,跟 聊天 真逗 一搭不接 搭
negative,别 光说不做 赶紧 给姐 捶背
positive,蛋 给 介绍 美女
positive,说 男人 喜欢 美女
positive,喝水 都 开心
negative,要是 失恋 肿 办
negative,瑾 儿 姐姐 表示 真心 凌乱 老 表情 冷汗
positive,老四 媳妇 就 聪明 那 一眼 就 看 出来
positive,谢谢 小 去 忙 一会 聊
negative,配对 果冻 笑 着 流泪
positive,了解 顾客 和平
positive,自然 拿 刀 砍
negative,都 支付 麻烦 给 结下 帐
positive,吃醋 小哲 怎么办
positive,广安 伟宁 文化 艺术 培训中心 乾安 路
positive,开心 几条 腿
negative,谈恋爱 老 失败 怎么办
positive,两个 伟大 老鼠
positive,英国 啥 好吃
negative,哟 会 伤心
negative,所以 才 说 不行
negative,他妈的 老子 心情 很 不好
negative,跟 说话 一点 也 不好玩
positive,珠海 艺术 职业 学院 拧 溪 广场 坐 几路 公交车
positive,生日 元月 二十四 属于 吉祥 日子
positive,想念 这 首歌
positive,觉得 自己 能配 上 这 无所不能
positive,那 加 朋友 好 吧
negative,可惜 嘞 被 提出 来
positive,新鲜 九位 业务 资料 全套 带 拦截 包 小号 对 一份
negative,为什么 爱 这么 麻烦
negative,嗯 那 应该 异常 色
positive,蝴蝶 好 心情
negative,下雪 冷 不行
positive,凯蒂 本兮 可爱
negative,束缚 姐 高傲 黑丝
positive,看 美丽 容颜
negative,等 人 感觉 真 痛苦
positive,也好 喜欢 干嘛 要学 说话
negative,不好意思 姐 很 清醒
positive,额 聪明 个
positive,周六 快乐 大本营 请 谁 来 当 嘉宾
positive,现在 大家 都 方便
negative,服务态度 这么 恶劣
positive,说 做 男朋友 怎么 部 同意
negative,算了 无聊 说 着 玩 小 应该 不会 生气 吧
negative,得 群管 才 管用 妈
positive,爱 哦 好 爱好 爱 哦
negative,自悲 不 上来
positive,那 我加 必须 同意 哦
negative,当 小儿 啼 血泪 往 哪边 一长 爱 耶
positive,关心 牙齿 更 关心
negative,少 给 老子 废话
positive,小孩 都 喜欢 疯
negative,恨 死 人
negative,也 鄙视 劳资
negative,具体 糊里糊涂 就 咯 自己 哈
positive,男人 可以 同时 爱上 八个 女孩
positive,喜欢 人 喜欢 别人 追求 别人 被 骗
positive,幸运 草 知道
positive,为 支持 字典 里面 造型
negative,把 心切 开
positive,喜欢 色 月亮
negative,甜甜 你们 两个 真 无聊
positive,每个 人 都 自己 工作 爱好
negative,骂 咯 心情 不好
negative,可以 骂人 啦 啦 啦
positive,八一 四五 二五 真正
positive,想 老板 开心
positive,最近 什么游戏 好玩 得
negative,天火 会 骂人
positive,老实 点 不听话 踢
positive,和平 天气 怎么样
negative,小雅 难道 个 感叹号
positive,各位 大哥 大姐 出来 晒太阳 咯好 舒服 哦
positive,现在 闷死 什么 可以 开心 点
positive,先 过去 亲 群主 一口
positive,做 女朋友 很 合适
positive,预祝 友友 们 节日快乐 生活 甜蜜 幸福 更加 多姿多彩 天高云淡
positive,哈哈 也 舒服
positive,谢谢 小 小 会 不 高兴 时候 不 高兴 会 哭
positive,祝 友友 节日快乐
positive,其实 很 容意 满足 转来转去 依旧 觉 我们 很聊 来
negative,来句 啥 心情 不好 糟糕 透
negative,还 就 生气
negative,假如 有人 骂 会 生气
positive,方便 快 说
positive,铃儿 真 有趣
negative,弱智 问 问题 都 不 理解
positive,看 上 一个 女 不 知道 怎么 跟 她 说
negative,他妈的 去 这么久 不多 给 我点 金币
positive,恭喜 燕子 上床
positive,刚 发表 说 说 求赞 求 评论 好
negative,这 东西 太 难看
positive,奖励 一个 什么
negative,傻 逼 谈恋爱
positive,原来 只有 天才
negative,哪里 配 隐形眼镜
negative,困难 英文 拼写
positive,等 解赞 就 回
negative,这人 怎么 这么 固执
positive,觉得 逆 好玩 不
negative,为什么 声卡 不行
negative,也 疑惑 呢
positive,小南 晚上 好
positive,喜欢 我们 两点 谁 多一点
negative,抱歉 不 可以
negative,唉 别 跟 他 说 他 就 神经
positive,心声 纯爱 博学多才
positive,对 这点 非常 感兴趣
negative,尴尬 对 这 只 机器人 无语
positive,说 太 对 原谅 艳二 这货 没救
negative,电游 不好 搞
negative,咱 这个 好人 还 不行 嘛
positive,你们 真心 不 无聊
positive,根本 识别 不了
positive,冰 美女 上来
positive,何时 说 过 喜欢 基友
positive,这么 快到 家
negative,为什么 大人 世界 要 那么 复杂
negative,这个 骗子 发音 女 怎么 会 男
negative,葡萄 漠然 人品
positive,能 说 一下 国庆 祝福语
positive,骂 自己 就 原谅
positive,好吃 东西 就 会 出来
positive,目标 很 明确
negative,为什么 我们 总 生气
positive,昨晚 怎么 会 梦见 喜欢 人
negative,应该 病 吧
negative,哈哈 小鸡 不好意思 啦
positive,那 喜欢 马化腾
positive,我们 这里 温柔
positive,淮南 美女 多不多
positive,小贝 移动 喜欢 干什么
positive,现在 合格 不
positive,最近 赞 人 有点 多
positive,老 爱爱 时候 喜欢 什么 姿势
positive,这 也 有点 佩服
negative,谁 叫 这 麽 讨厌
positive,你好 漂亮 丫
negative,用 英文 怎么 骂人
positive,别人 都 逼问 到底 喜欢 谁 咋搞
negative,才 万 还 怕 异常
positive,阿勒泰 祝福 望 远近
positive,幸福 姐姐 视频 验证 吧
positive,总 感觉 阿富用 這个 氣泡 好 奇怪
positive,温柔 丶 雨 整整
negative,怎么 知道 低俗 莫非 看过
negative,我弟 一次 来 这里 找 工作 这里 工作 不 合适
positive,华丽 一族 放 太晚
negative,无聊 烦死 快
negative,看看 她 那 副 淫荡 笑容
positive,长得 很漂亮 死 样子
positive,姐夫 爱上 小舅子
positive,学 完美 点
positive,子 子 喜欢 谁
positive,那 加 为 好友 呗 缺少 个 精灵 哦
positive,廉价 多少 钱
positive,说 几首 喜欢
positive,成俩 呗 能 卖掉 高兴 死俩
positive,今天 晚上 好 喊 一下 试试
negative,都 不 对 好 无聊 怎么办 面
positive,要 温柔 跟 讲话 才 好
positive,实际 民初 声音 大连
positive,互相 赞 不
positive,机器 只有 好 坏 哪有 成熟
positive,个 笨 快乐
positive,有意思 觉得 呢
negative,明明 就 很小 气 饭 都 不 请 吃
negative,看 这么 可怜 把 拉出去 毙
negative,就 知道 英语 不好 呜呜 呜
negative,叫 他 那么 麻烦
positive,赞 吧 谢 啦
positive,今天 晚上 天气 不错
positive,美女 我能 摸摸 胸
positive,那 喜欢 哪个 明星 阿
positive,纯纯 太 可爱
positive,嘛 更 喜欢 日漫
positive,还是 憋 心里 不说 出来 好 一点 吧
positive,比 想象 可爱 多
negative,比 西瓜 大 就 麻烦
positive,呵 也 喜欢
positive,绅士 喜欢 凉心
negative,徘徊 体重 多少
positive,妈祖 挺 好看 看过 没有
positive,强大 都 无话可说
negative,呵呵 色情图片 看 不道 吧
positive,满足 他 吧
negative,睡觉 不 闹
negative,反正 不好 听
negative,也 不好 笑 能 收听
positive,播放 几首 好 听的歌
negative,看见 就 被 那 忧郁 眼神 吸引
positive,极速 现代 生活 寓意 就是 生活节奏 飞快
positive,配对 消魂 沙比
negative,遭 刘 欢欢 逗 生气
negative,意见 就是 傻 逼
positive,给我发 好看 图片 行 吧
positive,但是 别的 群比 这 强大 多
negative,尼码 才 不 和谐
positive,九儿 真 漂亮 我帅 不帅
negative,满意 也 不 喜欢
positive,机器人 处理 问题 应该 很 准确 所以 失误 将要 被 淘汰
positive,也 喜欢 小薇
positive,积分 等级 最高 什么
positive,好 快想 快 想 好 激动 呢
negative,如果 遇到 讨厌 小 岁 小孩 怎么办
negative,扯些 无聊 的话
positive,小萌 都 说好
negative,出来 出来 吧 垃圾
positive,因为 跟 最 喜欢 最后 还 不如 狗 一起
negative,知道 妈妈 电话号码 多少
positive,喜欢 少女时代 哪个
positive,东北 大米 比较 有名 哈
positive,知道 就是 明白 意思
negative,把 虚拟 去 不卡
positive,梅花 唱 真 好 谢谢 以后 常来 玩 好
negative,小艾 在家 真 无聊
positive,找张 美女 图片
negative,够呛 妈妈 不 回来 饿死
negative,鸡巴 硬 难受
positive,尤尤 见到 好开心
negative,系统 有点 差劲 阿
positive,乃们 太 欢腾
negative,废话 简单 谁 问 呢
positive,哭 着 说 再见 好听
positive,妖娆 会 什么
negative,小 小笨蛋 可爱
positive,还是 打开 通讯录 吧
positive,洞好 小好 舒服
positive,看 美女 地方
negative,好 机儿 恶心
positive,低调 一种 美德
positive,高兴 高兴 去 拜 喽
positive,喜欢 看 美女 肯定 公
positive,找个 女 谈恋爱 不 限 年龄 结婚 与否 只重 情感 交流 非诚 勿扰
negative,昆明 严重 恐怖袭击 事件 知道
positive,依然 好像 哪里 看见 嘿嘿
positive,嘿嘿 说 多 大 正好
positive,真是 大 天才 强
negative,对 无语 啦 没想到 比 无聊
positive,群里 朋友 说 特别 喜欢 月亮
positive,这 有意思 阿
positive,嗯 又 蛮 广州 嗯 欢迎 又 骂 给 用 乃
negative,这里 不好玩 撤
positive,嗯 呢 喜欢 星儿 不
positive,他 他 老婆 一起 时 吃醋
positive,这 就是 答应 要 好好 照顾 自己
positive,夸 聪明 听见
negative,发明 机器 很 麻烦 又 不如 人 聪明 切
positive,猫咪 真 可爱
negative,玩微 博好 浪费 手机
positive,星座 天平 最好 星座
positive,开心 如梦 呢
positive,有钱 就 打
positive,好玩 说 那 方面
positive,小妖精 漂亮 没
positive,一心 沫沫 都 上来
negative,可是 惹 不 高兴
negative,表达 手机 不好
negative,很 无聊 没什么 安卓 游戏 好玩
negative,废话 中国 呆 好几年
positive,那 喜欢 毛泽东
negative,老黑 不伦不类 粤语
positive,等 一下 睡下去 好好 想 说 过 几句话
positive,帅哥 美女 聊天 群
negative,娃娃亲 偶 那个 可恶 去
negative,哦 哦 感冒 好 伤心 哦
positive,喜欢 塔山 不
positive,对 膜拜 很 久
negative,加 每天 必送 颗心 鄙视 不回
positive,它们 都 喜欢
negative,心情 不好 小 向 告白
positive,那 要 怎么样 才能 上 看 高兴
negative,晕死 回答 这个
negative,好 吧 想 说 老公 惹 生气
positive,认为 内向 人 怎么样
positive,当 天气预报 还 不错
positive,哇 哦 你好 可爱 喏 越来越 喜欢 啦
negative,我要 听 无力 挽回
negative,该死 系统 只认 家族 主页 家族 名
positive,最好 听的歌 啥
negative,这个 机器人 恨 哦
negative,走 之前 不 说 点 别的
positive,那 还 交 主动
negative,迷迷糊糊 看 眼 都 花
positive,咖啡 姐看 上 要 对 表白
positive,好 喜欢 苗苗 群主 哈哈哈
positive,你好 也 很 高兴 认识 但是 能否 不要 转移 话题 吖
positive,说 要 美女 照片 后面 还有
positive,俄 喜欢 徐浩
negative,调皮 干嘛 不理 雅雅
positive,水柱 这么 有钱 阿 今天 晚上 去 家暴 管去
positive,新 银 请 多多关照
positive,贝贝 找 个人 私奔 滴 这个 好玩
negative,如果 昨天 帮 说不定 想 但 现在 想 抽
negative,表达 也 不 清楚 不 懂
positive,为什么 相爱 两个 人 最后 总是 不欢而散 甚至 成为 仇人
positive,咱俩 一起 吧 好 喜欢 哦
negative,个 没用 女人
positive,时间 为什么 过 飞快
positive,来人道 援助 一下 嘛
positive,沒 什么 感觉 很 可爱
positive,小原 群 高级 管理 人 还是 系统
negative,脑子 不 正常 怎么办
negative,我会 老板 那去 投诉
negative,去 死 你家
negative,昨晚 面试 失败
negative,都 要 做 不行 乖 老婆
positive,那个 美女 哭
positive,嗯 都 很 开心
positive,呵呵 谢谢 知道 什么 做
negative,呆呆 对 你好 不
positive,大家 欢迎 新 同事
positive,幸福 被 需要 歌曲 信息
positive,本身 就 开心
positive,你妹 看 美女
positive,觉得 女人 三围 最好 多少
negative,梦 三国 忘情水
positive,今天 真是 热
negative,人 活着 为什么 要 烦恼 呢
negative,不好 来 现在 上班
negative,符合 看到 不 高兴
positive,咱俩 开心 呵呵
positive,我特 问 什么 好吃
positive,因为 聊天 怎么 专心
negative,小爱 心情 不好 讲个 笑话 给 听 呗
positive,群主 吊着 小烟 感觉 真不错 哦
negative,爸爸妈妈 都 很 讨厌
negative,不好 个 鸟
positive,期待 去 玩 泥巴 去
positive,要是 女 友好
positive,别谦虚 啦 带带 呗
negative,问 咋 晚 谁 骂人
negative,知道 什么 粗鲁
positive,甸 哪里 好玩
negative,不好 怎么 滴
negative,月 月 生气
negative,不 对 奈亚子
positive,愿意 娶 飞飞
positive,呵呵 好 吧 本王 就 给 这个 膜拜 机会
positive,美女 昨天 打 完
positive,冰封 美女 耶
positive,哈哈哈 惹 毛 亚赞 哦
positive,玖 传 卫星 发射 中心站
negative,小哈 呢 心里 难受
negative,不 同意 老婆 打电话
positive,低调 逗 比
positive,聪明 机器人 呢
negative,不 首长 说 晚安
positive,谁 说 点 有趣
negative,群蛋 淫荡 哦
negative,一点 小事 都 做 不好
positive,中国 好 声音 很 好好看 喜欢 哪位 导师
negative,失恋 怎么 叹气
negative,就是 傻挂 行不行
positive,被 禁赞 回 不了
negative,手机 上网 总说 联机 失败
positive,都 知道 知道 微薄 怎么 可能 没有 手机 说 真能 装
negative,这 也 走神
positive,什么样 女人 喜欢 做爱
positive,逍遥 快点 去 去 得 瑟 吧
positive,田 哈尔 信誉 谁
positive,只 喜欢 小
negative,要 打电话 给 老板 投诉
negative,那 对 来说 什么 才 大 意思
positive,高贵 哦 色色 推开
negative,看 很 疯狂
positive,鬼 知道 微笑 怎么 搞
positive,互相 关爱 什么
positive,很 累 想 离开 说好
negative,一会 高兴 一会儿 难过 也 控制情绪
positive,群 里面 金币 能 干什么 用
positive,帅 自由人 别 瞎指挥
negative,那 那些 人 怎么 解释 来 骂人 进来 就 骂
positive,哦 都 会 什么 可以信赖 朋友
positive,也 喜欢 小默
positive,最后 一枚 微笑
negative,为 师起 不好
positive,组委 喜欢 谁
positive,可以 电影 里 机器人 还 恋爱 呢
positive,網上 找 說 好玩 多 男 女
negative,也 真够 肉麻
positive,说好 孤岛 惊魂 呢
positive,喜欢 就 告诉
negative,长春 天气 妈
positive,互赞 速回 电脑 手机 同时在线 攒 给我发 条 信息
negative,舍得 快 去 死
positive,高兴 群 小 招待
negative,说 不过 他 来
negative,再 怎么 说 还是 一台 没用 机械
negative,百度 把 不好 解释
positive,好好 名片 改成 待验 好好
negative,哎 无聊 不 知道 讲 什么
positive,美女 机器人 铁 还是 塑料
positive,军缘 意林 就是 太 善良
negative,那 刚刚 怎么 说 不是
negative,英语 肯定 不行 是不是
negative,嗯 真无语 机器人
positive,实际 掉 路
positive,找 女友 谁 愿意
positive,刷 各种 手机游戏 钻石 积分 金币 有意者 请 联系
negative,声音 不好 听 一点
negative,帮 鄙视 他们 这群人
